,index,movie title,release date,unknown,Action,Adventure,Animation,Children's,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western
469,404,Tombstone (1993),01-Jan-1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
470,405,Courage Under Fire (1996),08-Mar-1996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
471,406,Dragonheart (1996),31-May-1996,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
472,407,James and the Giant Peach (1996),12-Apr-1996,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
473,408,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),01-Jan-1963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
474,409,Trainspotting (1996),19-Jul-1996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
475,410,"First Wives Club, The (1996)",14-Sep-1996,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
476,411,Matilda (1996),02-Aug-1996,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
477,412,"Philadelphia Story, The (1940)",01-Jan-1940,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
478,413,Vertigo (1958),01-Jan-1958,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
479,414,North by Northwest (1959),01-Jan-1959,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
480,415,"Apartment, The (1960)",01-Jan-1960,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
481,416,Some Like It Hot (1959),01-Jan-1959,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
482,417,Casablanca (1942),01-Jan-1942,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
483,418,"Maltese Falcon, The (1941)",01-Jan-1941,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
484,419,My Fair Lady (1964),01-Jan-1964,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
485,420,Sabrina (1954),01-Jan-1954,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
486,421,Roman Holiday (1953),01-Jan-1953,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
487,422,Sunset Blvd. (1950),01-Jan-1950,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
488,423,Notorious (1946),01-Jan-1946,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
489,424,To Catch a Thief (1955),01-Jan-1955,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
490,425,"Adventures of Robin Hood, The (1938)",01-Jan-1938,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
491,426,East of Eden (1955),01-Jan-1955,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
492,427,"Thin Man, The (1934)",01-Jan-1934,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
493,428,His Girl Friday (1940),01-Jan-1940,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
494,429,Around the World in 80 Days (1956),01-Jan-1956,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
495,430,It's a Wonderful Life (1946),01-Jan-1946,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
496,431,Bringing Up Baby (1938),01-Jan-1938,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
497,432,"African Queen, The (1951)",01-Jan-1951,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
498,433,Cat on a Hot Tin Roof (1958),01-Jan-1958,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
499,434,Fly Away Home (1996),13-Sep-1996,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,435,Dumbo (1941),01-Jan-1941,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
501,436,Bananas (1971),01-Jan-1971,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
502,437,"Candidate, The (1972)",01-Jan-1972,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
503,438,Bonnie and Clyde (1967),01-Jan-1967,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
504,439,Dial M for Murder (1954),01-Jan-1954,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
505,440,Rebel Without a Cause (1955),01-Jan-1955,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
506,441,"Streetcar Named Desire, A (1951)",01-Jan-1951,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
507,442,"People vs. Larry Flynt, The (1996)",27-Dec-1996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
508,443,My Left Foot (1989),01-Jan-1989,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
509,444,"Magnificent Seven, The (1954)",01-Jan-1954,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
510,445,Lawrence of Arabia (1962),01-Jan-1962,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
511,446,Wings of Desire (1987),01-Jan-1987,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
512,447,"Third Man, The (1949)",01-Jan-1949,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
513,448,Annie Hall (1977),01-Jan-1977,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
514,449,"Boot, Das (1981)",04-Apr-1997,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
515,450,Local Hero (1983),01-Jan-1983,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
516,451,Manhattan (1979),01-Jan-1979,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
517,452,Miller's Crossing (1990),01-Jan-1990,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
518,453,"Treasure of the Sierra Madre, The (1948)",01-Jan-1948,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
519,454,"Great Escape, The (1963)",01-Jan-1963,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
520,455,"Deer Hunter, The (1978)",01-Jan-1978,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
521,456,Down by Law (1986),01-Jan-1986,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
522,457,Cool Hand Luke (1967),01-Jan-1967,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
523,458,"Great Dictator, The (1940)",01-Jan-1940,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
524,459,"Big Sleep, The (1946)",01-Jan-1946,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
525,460,Ben-Hur (1959),01-Jan-1959,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
526,461,Gandhi (1982),01-Jan-1982,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
527,462,"Killing Fields, The (1984)",01-Jan-1984,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
528,463,My Life as a Dog (Mitt liv som hund) (1985),01-Jan-1985,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
529,464,"Man Who Would Be King, The (1975)",01-Jan-1975,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
530,465,Shine (1996),22-Nov-1996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
534,466,Addicted to Love (1997),23-May-1997,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
536,467,My Own Private Idaho (1991),01-Jan-1991,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
537,468,Anastasia (1997),01-Jan-1997,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
538,469,Mouse Hunt (1997),01-Jan-1997,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
539,470,Money Train (1995),01-Jan-1995,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,471,Mortal Kombat (1995),01-Jan-1995,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
541,472,Pocahontas (1995),01-Jan-1995,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
543,473,Things to Do in Denver when You're Dead (1995),02-Feb-1996,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
545,474,Broken Arrow (1996),09-Feb-1996,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
546,475,"Young Poisoner's Handbook, The (1995)",23-Feb-1996,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
548,476,Rob Roy (1995),01-Jan-1995,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
549,477,Die Hard: With a Vengeance (1995),01-Jan-1995,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
551,478,Species (1995),01-Jan-1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
552,479,"Walk in the Clouds, A (1995)",01-Jan-1995,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
553,480,Waterworld (1995),01-Jan-1995,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
557,481,Heavenly Creatures (1994),01-Jan-1994,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
558,482,Interview with the Vampire (1994),01-Jan-1994,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
560,483,Mary Shelley's Frankenstein (1994),01-Jan-1994,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
561,484,"Quick and the Dead, The (1995)",01-Jan-1995,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
565,485,Clear and Present Danger (1994),01-Jan-1994,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
567,486,Speed (1994),01-Jan-1994,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
568,487,Wolf (1994),01-Jan-1994,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
569,488,Wyatt Earp (1994),01-Jan-1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
572,489,Body Snatchers (1993),01-Jan-1993,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
574,490,City Slickers II: The Legend of Curly's Gold (1994),01-Jan-1994,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
575,491,Cliffhanger (1993),01-Jan-1993,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
577,492,Demolition Man (1993),01-Jan-1993,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
579,493,"Englishman Who Went Up a Hill, But Came Down a Mountain, The (1995)",01-Jan-1995,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
580,494,Kalifornia (1993),01-Jan-1993,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
581,495,"Piano, The (1993)",01-Jan-1993,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
582,496,Romeo Is Bleeding (1993),01-Jan-1993,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
583,497,"Secret Garden, The (1993)",01-Jan-1993,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
587,498,Beauty and the Beast (1991),01-Jan-1991,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
588,499,"Wild Bunch, The (1969)",01-Jan-1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
590,500,Primal Fear (1996),30-Mar-1996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
594,501,"Fan, The (1996)",16-Aug-1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
595,502,"Hunchback of Notre Dame, The (1996)",21-Jun-1996,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
596,503,Eraser (1996),21-Jun-1996,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
600,504,For Whom the Bell Tolls (1943),01-Jan-1943,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
601,505,"American in Paris, An (1951)",01-Jan-1951,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
602,506,Rear Window (1954),01-Jan-1954,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
603,507,It Happened One Night (1934),01-Jan-1934,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
604,508,Meet Me in St. Louis (1944),01-Jan-1944,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
605,509,All About Eve (1950),01-Jan-1950,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
606,510,Rebecca (1940),01-Jan-1940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
607,511,Spellbound (1945),01-Jan-1945,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
608,512,Father of the Bride (1950),01-Jan-1950,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
609,513,Gigi (1958),01-Jan-1958,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
610,514,Laura (1944),01-Jan-1944,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
611,515,Lost Horizon (1937),01-Jan-1937,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
612,516,My Man Godfrey (1936),01-Jan-1936,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
613,517,Giant (1956),01-Jan-1956,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
614,518,"39 Steps, The (1935)",01-Jan-1935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
615,519,Night of the Living Dead (1968),01-Jan-1968,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
618,520,Extreme Measures (1996),27-Sep-1996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
619,521,"Chamber, The (1996)",11-Oct-1996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
621,522,Swiss Family Robinson (1960),01-Jan-1960,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
622,523,Angels in the Outfield (1994),01-Jan-1994,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
624,524,"Sword in the Stone, The (1963)",01-Jan-1963,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
626,525,Robin Hood: Prince of Thieves (1991),01-Jan-1991,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
627,526,Sleepers (1996),18-Oct-1996,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
628,527,Victor/Victoria (1982),01-Jan-1982,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
629,528,"Great Race, The (1965)",01-Jan-1965,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
630,529,"Crying Game, The (1992)",01-Jan-1992,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
631,530,Sophie's Choice (1982),01-Jan-1982,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
632,531,"Christmas Carol, A (1938)",01-Jan-1938,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
633,532,Microcosmos: Le peuple de l'herbe (1996),11-Oct-1996,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
635,533,Escape from New York (1981),01-Jan-1981,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
636,534,"Howling, The (1981)",01-Jan-1981,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
637,535,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",01-Jan-1982,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
638,536,"Tin Drum, The (Blechtrommel, Die) (1979)",01-Jan-1979,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
639,537,"Cook the Thief His Wife & Her Lover, The (1989)",01-Jan-1989,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
640,538,Paths of Glory (1957),01-Jan-1957,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
641,539,"Grifters, The (1990)",01-Jan-1990,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
643,540,"Thin Blue Line, The (1988)",01-Jan-1988,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
644,541,Paris Is Burning (1990),01-Jan-1990,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
645,542,Once Upon a Time in the West (1969),01-Jan-1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
646,543,Ran (1985),01-Jan-1985,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
647,544,"Quiet Man, The (1952)",01-Jan-1952,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
648,545,Once Upon a Time in America (1984),01-Jan-1984,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
649,546,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",01-Jan-1957,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
650,547,Glory (1989),01-Jan-1989,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
651,548,Rosencrantz and Guildenstern Are Dead (1990),01-Jan-1990,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
652,549,Touch of Evil (1958),01-Jan-1958,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
653,550,Chinatown (1974),01-Jan-1974,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
654,551,Stand by Me (1986),01-Jan-1986,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
655,552,M (1931),01-Jan-1931,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
656,553,"Manchurian Candidate, The (1962)",01-Jan-1962,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
657,554,Pump Up the Volume (1990),01-Jan-1990,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
658,555,Arsenic and Old Lace (1944),01-Jan-1944,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
659,556,Fried Green Tomatoes (1991),01-Jan-1991,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
660,557,High Noon (1952),01-Jan-1952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
661,558,Somewhere in Time (1980),01-Jan-1980,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
662,559,Being There (1979),01-Jan-1979,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
663,560,"Paris, Texas (1984)",01-Jan-1984,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
664,561,Alien 3 (1992),01-Jan-1992,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
669,562,Body Snatchers (1993),01-Jan-1993,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
670,563,Bride of Frankenstein (1935),01-Jan-1935,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
671,564,Candyman (1992),01-Jan-1992,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
672,565,Cape Fear (1962),01-Jan-1962,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
673,566,Cat People (1982),01-Jan-1982,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
674,567,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",01-Jan-1922,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
675,568,"Crucible, The (1996)",27-Nov-1996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
677,569,Volcano (1997),25-Apr-1997,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
678,570,Conan the Barbarian (1981),01-Jan-1981,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
681,571,I Know What You Did Last Summer (1997),17-Oct-1997,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
682,572,Rocket Man (1997),01-Jan-1997,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
683,573,In the Line of Fire (1993),01-Jan-1993,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
684,574,Executive Decision (1996),09-Mar-1996,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
685,575,"Perfect World, A (1993)",01-Jan-1993,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
686,576,McHale's Navy (1997),18-Apr-1997,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
688,577,"Jackal, The (1997)",01-Jan-1997,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
689,578,Seven Years in Tibet (1997),01-Jan-1997,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
691,579,"American President, The (1995)",01-Jan-1995,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
692,580,Casino (1995),01-Jan-1995,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
693,581,Persuasion (1995),25-Sep-1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
695,582,City Hall (1996),16-Feb-1996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
696,583,"Basketball Diaries, The (1995)",01-Jan-1995,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
698,584,Little Women (1994),01-Jan-1994,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
701,585,Barcelona (1994),01-Jan-1994,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
704,586,Singin' in the Rain (1952),01-Jan-1952,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
706,587,Enchanted April (1991),01-Jan-1991,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
707,588,"Sex, Lies, and Videotape (1989)",01-Jan-1989,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
708,589,Strictly Ballroom (1992),01-Jan-1992,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
709,590,Better Off Dead... (1985),01-Jan-1985,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
711,591,Tin Men (1987),01-Jan-1987,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
712,592,Othello (1995),18-Dec-1995,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
714,593,To Die For (1995),01-Jan-1995,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
715,594,Home for the Holidays (1995),01-Jan-1995,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
716,595,"Juror, The (1996)",01-Jan-1996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
719,596,First Knight (1995),01-Jan-1995,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
720,597,Mallrats (1995),01-Jan-1995,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
721,598,Nine Months (1995),01-Jan-1995,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
722,599,Boys on the Side (1995),01-Jan-1995,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
723,600,Circle of Friends (1995),01-Jan-1995,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
726,601,Immortal Beloved (1994),01-Jan-1994,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
727,602,Junior (1994),01-Jan-1994,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
728,603,Nell (1994),01-Jan-1994,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
729,604,"Queen Margot (Reine Margot, La) (1994)",01-Jan-1996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
730,605,"Corrina, Corrina (1994)",01-Jan-1994,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
